image_link,group_id,entity_name,entity_value,tesseract,doctr,easyocr,kerasocr,ensemble_output
https://m.media-amazon.com/images/I/71c+Ot0lO5L.jpg,628971,item_weight,383 gram,"CHICKEN NUGGETS MADE FROM PLANTS CHOLESTEROL THAN THE LEADING CHICKEN NUGGETS* Ong 12g TOTAL FAT PER SERVING 13, paoTEN G()” usssarumaren at",C 0 TM IMPOSSIBLE HHICKENNUGGETS MADEFROM PLANTS 0 PROTEIN V 60 LESS SATURATEDFAT CHOI LESTEROL 13g PERSERVING THANT THELEADINGE CHICKENNUGGETS Omg 12gTOTALI FATPERSERVING NETWT. 13.5 0Z (383g CONTAINSI NO ANIMAL PRODUCTS PERISHABLE KEEPFROZEN,"T0 OPEM . TM IMPOSSIBIE CHICKEN NUGGETS MADE FROM PLANTS 18y PROTEIN 6O HESS THAN SATURATEDFAT CHOLESTEROL PER SERVING THE LEADING CHICKEN NUGGETS* 12g TOTAL FAT PEA SERVING NET WT. 13.5 02 (383g) CONTAINS NO AMMAL PRODUCTS PERISHABLE HEEP FROZEN E . Z TAb pulL Omy """,opene ealtab to pull tm mpossibie chicken nuggets made from plants go6 16g umg less protein saturated cholesterol fat than perserving the leading chicken nuggets 129 total fatper serving contains no animal products perishable 8b309l keep frozen oz 135 net wt,"CHICKEN NUGGETS MADE FROM PLANTS CHOLESTEROL THAN THE LEADING CHICKEN NUGGETS* Ong 12g TOTAL FAT PER SERVING 13, paoTEN G()” usssarumaren at"
https://m.media-amazon.com/images/I/71TDrAkjwVL.jpg,375816,item_weight,100.0 gram,‘ mY araku \voaae laNixe]elauee \ COFFEE st jj J Cs i) Ss . 100 MEDIUM GS Arabica Smooth &l Balanced; \ Net Wt. 3.5 oz (100 :,100 natural araku ooomi instont mdes upto 52 coffee 6Aazaps 100 MEDIUM ROAST Arabica Smooth & Balanced Net Wt. 3.5 OZ (100g),notral 5 araku boomi instant iote 4p 529 coffee 6flozaps 100 MEDIUM ROAST Smooth & Balanced Net Wt 3.5 0z (10Og) 100 Arabica,h 100 z natural araku boomi instant makes to up 52 coffee cups 6f oz 1000 roast medium arabica balanced smooth 8 net wt lioogl 35 oz,notral 5 araku boomi instant iote 4p 529 coffee 6flozaps 100 MEDIUM ROAST Smooth & Balanced Net Wt 3.5 0z (10Og) 100 Arabica
https://m.media-amazon.com/images/I/61weKHw85sL.jpg,731432,item_weight,1 gram,~ ENDURANCE & 1 So ong Bi = = Oe PERFORMANCE & STRENGTH AMPLIFIER Improve endurance and muscle function with max doses of: 3.2c 2.5c Ic BETA-ALANINE BETAINE TAURINE,ENDURANCE & MUSCLEBUILD - - PERFORMANCE & STRENGTH AMPLIFIER Improve endurance and muscle function with max doses of: 3.2G 2.5G IG BETA-ALANINE BETAINE TAURINE,END U RA NC E & MU SCLE BUILDING PERFORMANCE & STRENGTH AMPLIFIER Improve endurance and muscle function with max doses of: 3.26 2.5G Ig BETA-ALANINE BETAINE TAURINE,endurance 8 musclebulding performance strength 8 amplifier endurance and improve muscle function with doses of max 32g 25g lg betaalanine betaine taurine,~ ENDURANCE & 1 So ong Bi = = Oe PERFORMANCE & STRENGTH AMPLIFIER Improve endurance and muscle function with max doses of: 3.2c 2.5c Ic BETA-ALANINE BETAINE TAURINE
https://m.media-amazon.com/images/I/61P8Y9aeUOL.jpg,459516,item_weight,100 gram,"NetWeight: 100g BatchNo. : Mig.Date Exp. Date: ae) (hcl ofl taxes) Mi by: PATANJALL AYURVED LTD. Unit, D-38, Industrial Area, fone zie (Uttarakhand) (9. Lic. No.: UttralAyu-117 2007 j Fotfethack and complaints write to: The consumer ens Petanali Ayurved Ltd, Patanjali Food & Herbal Park, Laat Road, Hardwar-249404 (Uttarakhand) ey: Exfeedback patanjaliayurved.org = se Customer Care Toll Free No.:18001804108 16 S*salein Indian subconti =","T - NetWeight : 100 g u . Batch No. : o o Mig. Date : a Exp. Date : o MRP 2 : (Ind.ofallt taxes) Mid. by: PATANJALI AYURVED LTD. 00 Unit, D-38, Industrial Area, Handwar-249401 (Uttarakhand) Mig Lic. No. Ultra Ayu-117 2007 Farferback and complaints write to: The consumer care manager, Patanali Ayurved Ltd, Patanjali Food & Herbal Park, Vil-Patara Laksar Road, Haridwar-249404 (Uttarakhand) Ehulwigplanalypnedog 3 0 Customer Care Toll Free No.18001804108 RA * A For salei in Indian subcontinent only. MADEMENNT Mowi online Patanjail AE Www. products are also avallable palanyalnyurvednet Consume Within 30 days once opened","Net Weight 100 g Batch No. Mlg; Date Exp. Date MRP ? Ilnch; ofall laxes) Mrd by; PATANJALI AYURVED LTD_ Un-; D-38, Industrial Area; -249401 (Ultarakhand) Mg Lic No : UttralAyu-117 2007 For feedback and complaints write to: The consumer care ""Ayurved Ltd , Patanjali Food & Herbar Park Vi-Padora Latsar Road, Haridwar-249404 (Uttarakhand) feedbackpatanjaliayurved org Care Toll Free No. :18001804108 An Forsalein Indian Subcontinent only ' producta aroalso avalloble Svpotanfalayurved net within 30 once opened ~Hardwar - Manag:, Patarah Customer ' N MADE l Wompuaantal nnd Consume ' days '",100 weight net g batch no mig date exp date mrp lind ot all laxes mid ltd ayurved by patanjali unitl d38 industrial area handwar 249401 uttarakhand mig lic no uttrayull7z007 manager for leedback care consumer and the complaints write to pacdarha palanjali vill park ayurved herbal lid 8 patanjali food laksar road haridwar2a9a0a uttarakhandi eedbacapatanialauve org customer 18001804108 bes care toll free non sd inbhaw for sale in made indian subcontinent only non paanbal products alsoo vallable aro onine a winn panjallyuned net consume within 30 days opened once,"NetWeight: 100g BatchNo. : Mig.Date Exp. Date: ae) (hcl ofl taxes) Mi by: PATANJALL AYURVED LTD. Unit, D-38, Industrial Area, fone zie (Uttarakhand) (9. Lic. No.: UttralAyu-117 2007 j Fotfethack and complaints write to: The consumer ens Petanali Ayurved Ltd, Patanjali Food & Herbal Park, Laat Road, Hardwar-249404 (Uttarakhand) ey: Exfeedback patanjaliayurved.org = se Customer Care Toll Free No.:18001804108 16 S*salein Indian subconti ="
https://m.media-amazon.com/images/I/61A81V159gL.jpg,329793,item_weight,3.6 ounce,"KNIFE DETAIL Full 7.87"" length 20cm Ge Rewies § Blade "" Handle ri length ee length ae A A Handle 0.47"" Blade 0.08"" thickness 1.2cm thickness _0.22cm —18) 8) 4) — 3.6 OZ OUTDOOR","FETETA Full 7.87"" length 20cm CANMEE Blade 3.38"" Handle 4.49"" length 8.6cm length 11.4cm Handle 0.47"" Blade 0.08"" thickness 1.2cm thickness 0.22cm - lil 4 ) OZ 3.6 OZ EDC OUTDOOR","KNIFE DETAIL Full 7.87"" length 2Ocm CAMIMCE Blade 3.38"" Handle 4.49"" length 8.6cm length 11.4cm Handle 0.47"" Blade 0.08"" thickness 1.2cm thickness 0.22cm Oz 3.6 OZ EDC OUTDOOR",detall knife full 7871 length 2ocm calimee blade handle 3381 449 length length 86cm 114cm handle blade 0471 008w thickness thickness 12cm o22cm oz outdoor 36 oz edc,"KNIFE DETAIL Full 7.87"" length 2Ocm CAMIMCE Blade 3.38"" Handle 4.49"" length 8.6cm length 11.4cm Handle 0.47"" Blade 0.08"" thickness 1.2cm thickness 0.22cm Oz 3.6 OZ EDC OUTDOOR"
https://m.media-amazon.com/images/I/612lSk6D3nL.jpg,267482,item_weight,8 ounce,"Believe in oe ORGANIC Ses” Original DEAD Sea Sat ise La Pas 480 St, Fa yo hs Incredible Premium Quality — 100 Natural WWE Ny, © 2509 8 02 ca = Halal pL -any oe a a Ye 9 Certification Me. ot ° Manufactured and produced in accordance with Islamic Guidance ¢ Powerfully rehydrates and nourishes roots ° 100 Vegan",e NDIA E - o Ardus Valey hala ORGANIC BIO a INDIA Halal BIO wwwhalalindia.org Believein Certification ORGANIC L Ingedients: 100Pure DaadSeasalt Original DEAD Sea Salt NanfiztuwraCustomer CasAdiress: Manufactured and produced ImisCsnaxtashtUM in accordance with Islamic Pam-IAHSDCSEL Faitaad2 Harpu Guidance hia Oustoner Carel Delails: Bimigndis-dlycm 0 wwainds-dlkyon Powerfully rehydrates and LHAIHINS nourishes roots PURE ek ORR Ka Mx IncrediblePremium Quality 100 Vegan NetyL 250g80 100 Natural OZ MGENIOA e250g 8 OZ,Joe 24 Kdus Vilkv hekl 9 BIO ND ! A Halal Mnehalalindin nn BIO Belleve In 3 Certification ORGANIC 1.08 Fure DaajSea Sall Original DEAD Sea Salt Manulactuer & Customer (raddjest: Manufactured and produced utihbi in accordance with Islamic Arm: Il FSCC Frux Zl Hipu Guidance Czn; Denile: #ipohz Powerfully rehydrates and 414741423456 nourishes roots 49gre Incredible Premium Quality 100 Vegan 100 Natural 250g 8 0z INDIA edlct 1 [ORGANIC E Lill : Jx me z 0C7U Mal : 29w8 2 Mo,india ssilt halal jas sisn haa irdis villy bio halal organic india bio snulorg list juls certification belleve in hisi organic jyl pure lcox inecienls dead sea salt sallt seal original dead customer nanlaturg manufactured and produced ca dodress accordance with islamic mll in cseaia has pem sic cal c guidance fatld nen hars hia cusone car detils rogidralycm rehydrates and powerfully mandisaleycon nourishes roots elzns 1006 pure ee 10000 vegan csn quality incredible premium sa natural 1o00 le w 2agb oz ve n nca 250g18 e oz,"Believe in oe ORGANIC Ses” Original DEAD Sea Sat ise La Pas 480 St, Fa yo hs Incredible Premium Quality — 100 Natural WWE Ny, © 2509 8 02 ca = Halal pL -any oe a a Ye 9 Certification Me. ot ° Manufactured and produced in accordance with Islamic Guidance ¢ Powerfully rehydrates and nourishes roots ° 100 Vegan"
https://m.media-amazon.com/images/I/71m-cn0ZeaL.jpg,750220,item_weight,1.0 pound,4 w Gluten A Fee Net We. 10 (4838) SS ONIRY FREE itt ~,NO GODD SULFUR SOURCE OF Unsweetened Shredded DIOXIDE deal POTASSIUM COCONUT V V Plant-Based Superfood Nutrition Facts No one is Perfect M svingp pers container Just have Good Balance PLANT sine BASED Sening lerai! NO ADDED Calories 180 ingredients: Unantenedo Coconut Allergens: tcy - RT Tree N 1 * 1 TAn e E Nosuller Denide CCaIKE SIPERFID - SUGAR E NeMtificial lnen Nepn D NoeGMo Grt lante a - Dalry! n: Modefo PMppines VSA - E Bce N $0049 a - Contact us at: podne 40 - (V godlnoehes Net Wt. 1lb (4538) HIGH IN GRERT MANGANESE TASTE SAIRY FREF. Gluten KETO Catural DAIRY FREE Fnee VEGAN FRIENDLY 100 DAIRY,NO COOD SLFUR SuACE OF DIOXIDE Umsswwectcned Slredded POTASSIUH COCONUT Plont-Bosed Superfood PLAHT BASED Nutrition Facts JustloxoeGood Ecance HO ADDED ucorttil Caloies 180 Ae SUPERFOOD Lntcac Ane TTEt SUBAR A Ldlnlmtn ERID Nct Wt: Ilb (4538) HIGh IK BREAT HANGANESE TASTE FREA Cluten DAIRY FREE KETO: 1003 Fnee VEGAN FREndLy 14} Natitae,good no sulfur source df potassium dioxide shredded unsweetened coconut plont based superfood plant based added no nutrition facts no is perfect onc have good balance just cacel ngcolcees crieoe 180 calories superfod sugar ccore to stat caed eod dnees c suncodnen lod go ves crolee ner rad conlsse vs assg net we 1lb high great in manganese taste dary free keto enatwral free dairy gluten friendly vegan fnee free 10ok dainy,4 w Gluten A Fee Net We. 10 (4838) SS ONIRY FREE itt ~
https://m.media-amazon.com/images/I/61-W7dvo8oL.jpg,993359,item_weight,100 gram,You may get assorted Packaging caps 100 CERTIFIED ORGANIC Ny A] 1009 Pure Tree ' CLOVES (WHOLE) Pure Tree Eee CLOVES (WHOLE) (LAUNG ¥ Rich in antiox a \ ¥ Promotes oral health Re hee Ae,You assorted may get Packaging caps 100 CERTIFIED ORGANIC 100 CERTIFIED ORGANIC 100g 100g - - OR Pure Tree Pure Tree CLOVES (W HOLE) (LAUNG) CLOVES (W HOLE) Rich in antioxidant V Promotes oral health V Rich (LAUNG) in antioxidant V Promotes oral health,You may get assorted Packaging caps 100 CERTIFIED ORGANIC 100 CERTIFIED ORGANIC 100g 100g OR Pure Tree CLOVES (WHOLE) Pure Tree (LAUNG) CLOVES (WHOLE) Rich in antioxidant (LAUNG) Promotes oral health Rich In antioxidant Promotes oral health,assorted you get may packaging caps organic 10000 certified organic 10000 certified 100g 100g or pure tree pure tree wholed cloves wholed laung cloves rich in antioxidant laung health promotes oral rich in antioxidant health promotes oral,assorted you get may packaging caps organic 10000 certified organic 10000 certified 100g 100g or pure tree pure tree wholed cloves wholed laung cloves rich in antioxidant laung health promotes oral rich in antioxidant health promotes oral
https://m.media-amazon.com/images/I/61G-1TUMStL.jpg,639090,item_weight,10.0 gram,,2 Cecemelon ( - - 9 - 3 3,Coconelon,cocomelon g y c e e e 5,2 Cecemelon ( - - 9 - 3 3
https://m.media-amazon.com/images/I/61Z-sklKEIL.jpg,237000,item_weight,0.6 kilogram,"aa ololelormiahiolacrtsiiceya foto} He], WEIGHT: Black + 0.60kg =) 74 = ( Had had 3) PACKAGE LIST: 80x80x80cm 1* Garden Furniture Cover 31.5 X 31.5 x 31.5inch beats) (0) ¢-le[-m =f 10]","31.5"" (80cm) 31.5"" (80cm) 31.5"" 0 (80cm) Product information COLOR: WEIGHT: 0 Black t 0.60kg SIZE:(L-WH) PACKAGE LIST: 80x80x80cm 1* Garden Furniture Cover 31.5 X 31.5 X 31.5inch 1* Storage Bag","31.5"" (8Ocm) 31.5"" (8Ocm) 31.5"" (8Ocm) Product information COLOR: WEIGHT: Black *0.60kg SIZE:(L*W*H) PACKAGE LIST: 80*80*80cm 1* Garden Furniture Cover 31.5 x 31.5 x 31.Sinch 1* Storage Bag",315 8ocml 315 315 8ocml 8ocml product information colori weighte black o 6okg t sizeilwhy package liste 8ox8ox8ocm 1x garden furniture cover 315x315x7 314 sinch 1x storage bag,"aa ololelormiahiolacrtsiiceya foto} He], WEIGHT: Black + 0.60kg =) 74 = ( Had had 3) PACKAGE LIST: 80x80x80cm 1* Garden Furniture Cover 31.5 X 31.5 x 31.5inch beats) (0) ¢-le[-m =f 10]"
https://m.media-amazon.com/images/I/81loXXaacAL.jpg,397856,item_weight,1000.0 microgram,"Each sublingual tablet contains: Vitamin B12 (methylcobalamin).................. 1000 mcg Non-medicinal ingredients: Lactose monohydrate, microcrystalline cellulose, croscarmellose sodium, vegetable grade magnesium stearate (lubricant). Recommended purpose: Methylcobala- min, the active form of B12, is more easily absorbed and stays in the body longer, while other forms such as cyanocobalamin must be converted to methylcobalamin in a two-step process. Helps maintain the body’s ability to metabolize nutrients and prevent vitamin B12 deficiency. Helps in energy metabolism, red blood cell formation, and normal immune function. A factor in normal growth and development, and in the maintenance of good health. Recommended dosage (adults): Dissolve 1 tablet daily under the tongue or as directed by a physician. Keep out of reach of children. For product freshness protect from heat and humidity. Chaque comprimé sublingual contient : Vitamine B12 (méthylcobalamine) .............. 1 000 mcg Ingrédients non médicinaux : lactose monohydraté, cellulose microcristalline, croscarmellose sodique, stéarate de magnésium d'origine végétale (lubrifiant). Usage recommande : La méthylcobala- mine, forme active de la vitamine B12, est plus facilement assimilée par l’organisme et y reste plus longtemps, alors que d’autres formes de B12, telles que la cyanocobala- mine, doivent étre converties en méthylco- balamine par un processus a deux étapes. Aide a maintenir la capacité de l’organisme a meétaboliser les nutriments et a prévenir la carence en vitamine B12. Contribue au meétabolisme de 'énergie, a la formation des globules rouges et au fonctionnement normal du systeme immunitaire. Contribue au bon développement, a la croissance nor- male et au maintien d’une bonne santé. Dose recommandee (adultes) : Laisser fondre 1 comprimeé par jour sous la langue ou suivre les recommandations d’un médecin. Conserver hors de la portée des enfants. Garder au frais et au sec pour préserver la fraicheur.","Each sublingual tablet contains: Chaque comprimé sublingual contient 3 : Vitamin B12 Vitamine B12 methylcobalamin, 1000 mcg methylcoDalamine, 1 000 mcg Non-medicinal ingredients: Lactose Ingrédients non médicinaux : lactose monohydrate, microcrystalline cellulose, monohydraté, cellulose microcristalline, croscarmellose sodium, vegetable grade croscarmellose sodique, stéarate de magnesium stearate (lubricant). magnésium d'origine végétale (lubrifiant). Recommended purpose: Methylcobala- Usage recommandé : La méthylcobala- min, the active form of B12, is more easily mine, forme active de la vitamine B12, est absorbed and stays in the body longer, plus facilement assimilée par l'organisme et while other forms such as cyanocobalamin y reste plus longtemps, alors que d'autres must be converted to methylcobalamin in formes de B12, telles que la cyanocobala- a two-step process. Helps maintain the mine, doivent être converties en méthylco- body's ability to metabolize nutrients and balamine par un processus à deux étapes. prevent vitamin B12 deficiency. Helps in Aide à maintenir la capacité de l'organisme energy metabolism, red blood cell formation, à métaboliser les nutriments et à prévenir and normal immune function. A factor in la carence en vitamine B12. Contribue au normal growth and development, and in the métabolisme de l'énergie, à la formation maintenance of good health. des globules rouges et au fonctionnement Recommended dosage (adults): Dissolve normal du système immunitaire. Contribue 1 tablet daily under the tongue or as directed au bon développement, à la croissance nor- by a physician. Keep out of reach of children. male et au maintien d'une bonne santé. For product freshness protect Dose recommandee (adultes): - - Laisser from heat and humidity. fondre 1 comprimé par jour sous la langue ou suivre les recommandations d'un médecin. Conserver hors de la portée des enfants. Garder au frais et au sec pour préserver la fraicheur.","Each sublingual tablet contains: Chaque comprime sublingual contient : Vitamin B12 Vitamine B12 (methylcobalamin) 1000 mcg (methylcobalamine) 000 mcg Non-medicinal ingredients: Lactose Ingredients non medicinaux lactose monohydrate, microcrystalline cellulose; monohydrate, cellulose microcristalline , croscarmellose sodium, vegetable croscarmellose sodique, stearate de magnesium stearate (lubricant): magnesium dorigine vegetale (lubrifiant): Recommended purpose: Methylcobala- Usage recommande La methylcobala- min; the active form of B12, is more easily mine, forme active de la vitamine B12, est absorbed and stays in the body longer plus facilement assimilee par Iorganisme et while other forms such as cyanocobalamin y reste plus longtemps, alors que dautres must be converted to methylcobalamin in formes de B12, telles que Ia cyanocobala- a two-step process. maintain the mine, doivent etre converties en methylco- body's ability to metabolize nutrients and balamine par un processus a deux etapes. prevent vitamin B12 deficiency: Helps in Aide a maintenir Ia capacite de Iorganisme energy metabolism, red blood cell formation; a metaboliser les nutriments et a prevenir and normal immune function. A factor in Ia carence en vitamine B12. Contribue au normal growth and development; and in the metabolisme de energie, a la formation maintenance of health: des globules rouges et au fonctionnement Recommended dosage (adults): Dissolve normal du systeme immunitaire. Contribue 1 tablet daily under the tongue or as directed au bon developpement; a la croissance nor- by a physician. out of reach of children: male et au maintien dune bonne sante: For product freshness protect Dose recommandee (adultes) : Laisser from heat and humidity: fondre 1 comprime parjour sous la langue ou suivre les recommandations d'un medecin; Conserver hors de Ia portee des enfants. Garder au frais et au sec pour preserver Ia fraicheur grade Helps good Keep",each sublingual chaque comprime sublingual contient tablet containsi s b12 vitamin b12 vitamine imethylcobalaminl 1000 imethylcobalaminel 000 mcg mcg nonmedicinal ingredientst ingredients medicinaux lactose lactose non monohydrate microcrystalline monohydrate microcristalline cellulose cellulose stearate sodium vegetable grade sodique de croscarmellose croscarmellose magnesium lubrifianty magnesium lubricanty dorigine vegetale stearate recommended methylcobala usage recommande methylcobala la purposer form of b12 forme de vitamine b12 min the active is easily mine active la est more absorbed and facilement assimilee lorganisme the body stays in longer plus et par while forms dautres other such cyanocobalamin reste plus iongtemps alors que as y methylcobalamin b12 must be converted in formes de telles cyanocobala to la que helps maintain etre methylco the mine doivent converties twostep process en a bodys ability metabolize nutrients balamine deux to and a etapes processus par un b12 capacite prevent vitamin deficiency helps aide a maintenir de lorganisme in la metabolism blood formation metaboliser prevenir red cell les nutriments et a a energy and function a factor vitamine b12 contribue normal immune in la carence en au renergie metabolisme a formation normal growth and development and in the de la of globules fonctionnement maintenance good health des et rouges au contribue du systeme immunitaire normal recommended dosage adultsh dissolve developpement bon a croissance la au nor l tablet daily under the directed tongue or as maintien di sante male et une bonne au physician keep of children by out reach of a recommandee ladultesy dose laisser s for product freshness protect fondre comprime jour l la langue par sous ou and heat humidity from recommandations dun medecin suivre les conserver hors de portee des enfants la garder frais et au au sec pour fraicheur preserver la,"Each sublingual tablet contains: Vitamin B12 (methylcobalamin).................. 1000 mcg Non-medicinal ingredients: Lactose monohydrate, microcrystalline cellulose, croscarmellose sodium, vegetable grade magnesium stearate (lubricant). Recommended purpose: Methylcobala- min, the active form of B12, is more easily absorbed and stays in the body longer, while other forms such as cyanocobalamin must be converted to methylcobalamin in a two-step process. Helps maintain the body’s ability to metabolize nutrients and prevent vitamin B12 deficiency. Helps in energy metabolism, red blood cell formation, and normal immune function. A factor in normal growth and development, and in the maintenance of good health. Recommended dosage (adults): Dissolve 1 tablet daily under the tongue or as directed by a physician. Keep out of reach of children. For product freshness protect from heat and humidity. Chaque comprimé sublingual contient : Vitamine B12 (méthylcobalamine) .............. 1 000 mcg Ingrédients non médicinaux : lactose monohydraté, cellulose microcristalline, croscarmellose sodique, stéarate de magnésium d'origine végétale (lubrifiant). Usage recommande : La méthylcobala- mine, forme active de la vitamine B12, est plus facilement assimilée par l’organisme et y reste plus longtemps, alors que d’autres formes de B12, telles que la cyanocobala- mine, doivent étre converties en méthylco- balamine par un processus a deux étapes. Aide a maintenir la capacité de l’organisme a meétaboliser les nutriments et a prévenir la carence en vitamine B12. Contribue au meétabolisme de 'énergie, a la formation des globules rouges et au fonctionnement normal du systeme immunitaire. Contribue au bon développement, a la croissance nor- male et au maintien d’une bonne santé. Dose recommandee (adultes) : Laisser fondre 1 comprimeé par jour sous la langue ou suivre les recommandations d’un médecin. Conserver hors de la portée des enfants. Garder au frais et au sec pour préserver la fraicheur."
